datetime,KQ.i@CZCE.MA.open,KQ.i@CZCE.MA.high,KQ.i@CZCE.MA.low,KQ.i@CZCE.MA.close,KQ.i@CZCE.MA.volume,KQ.i@CZCE.MA.open_oi,KQ.i@CZCE.MA.close_oi
2018-01-23 10:00:00.000000000,2820.707,2837.846,2818.729,2834.042,245272,763588,771212
2018-01-23 11:00:00.000000000,2834.042,2850.444,2826.392,2847.451,158092,771212,788054
2018-01-23 13:00:00.000000000,2848.345,2850.307,2833.444,2835.496,72758,788054,793394
2018-01-23 14:00:00.000000000,2835.496,2845.218,2830.734,2832.665,146050,793394,790338
2018-01-23 21:00:00.000000000,2830.675,2839.692,2821.877,2835.43,181372,790338,773932
2018-01-23 22:00:00.000000000,2835.43,2835.896,2822.473,2829.202,106172,773932,764566
2018-01-23 23:00:00.000000000,2829.202,2829.202,2816.598,2822.656,57292,764566,757162
2018-01-24 09:00:00.000000000,2823.549,2831.348,2822.624,2823.721,87502,757162,753032
2018-01-24 10:00:00.000000000,2823.721,2825.412,2813.094,2816.815,87592,753032,753874
2018-01-24 11:00:00.000000000,2816.815,2822.369,2807.989,2819.638,62874,753874,757226
2018-01-24 13:00:00.000000000,2821.424,2822.508,2812.946,2814.756,45838,757226,761944
2018-01-24 14:00:00.000000000,2814.756,2833.545,2805.188,2806.272,217556,761944,781566
2018-01-24 21:00:00.000000000,2808.189,2829.577,2807.296,2828.684,214694,781566,760238
2018-01-24 22:00:00.000000000,2828.684,2828.684,2819.081,2823.831,111658,760238,744540
2018-01-24 23:00:00.000000000,2823.831,2828.589,2822.938,2826.803,42924,744540,741316
2018-01-25 09:00:00.000000000,2832.446,2845.386,2827.808,2833.658,182226,741316,753648
2018-01-25 10:00:00.000000000,2833.658,2835.866,2818.728,2819.716,78102,753648,766154
2018-01-25 11:00:00.000000000,2819.716,2822.49,2811.785,2816.814,110664,766154,777520
2018-01-25 13:00:00.000000000,2817.708,2823.876,2813.104,2821.814,80438,777520,795676
2018-01-25 14:00:00.000000000,2821.814,2842.171,2817.94,2832.677,260746,795676,808054
2018-01-25 21:00:00.000000000,2835.272,2858.045,2829.721,2854.582,257940,808054,807330
2018-01-25 22:00:00.000000000,2854.582,2856.558,2834.293,2840.281,132854,807330,784022
2018-01-25 23:00:00.000000000,2840.281,2841.269,2826.652,2828.336,80776,784022,772876
2018-01-26 09:00:00.000000000,2825.565,2831.274,2793.937,2802.187,271526,772876,770876
2018-01-26 10:00:00.000000000,2802.187,2809.911,2795.202,2804.527,97648,770876,788448
2018-01-26 11:00:00.000000000,2804.527,2815.046,2803.539,2814.949,55812,788448,790342
2018-01-26 13:00:00.000000000,2814.058,2820.299,2812.082,2818.987,76814,790342,785988
2018-01-26 14:00:00.000000000,2818.987,2823.024,2807.209,2819.046,140892,785988,786566
2018-01-26 21:00:00.000000000,2820.013,2851.79,2820.013,2832.078,218130,786566,751502
2018-01-26 22:00:00.000000000,2832.078,2840.757,2828.228,2836.906,89914,751502,740918
2018-01-26 23:00:00.000000000,2836.906,2838.782,2830.049,2834.578,46572,740918,727030
2018-01-29 09:00:00.000000000,2837.441,2867.744,2834.578,2847.517,271084,727030,728982
2018-01-29 10:00:00.000000000,2847.517,2853.391,2843.684,2846.746,58292,728982,738424
2018-01-29 11:00:00.000000000,2846.746,2849.808,2834.272,2837.458,70654,738424,735084
2018-01-29 13:00:00.000000000,2836.67,2841.67,2831.951,2839.813,46708,735084,746592
2018-01-29 14:00:00.000000000,2839.813,2846.543,2827.466,2837.811,115388,746592,761030
2018-01-29 21:00:00.000000000,2834.192,2836.647,2813.841,2817.547,201852,761030,737640
2018-01-29 22:00:00.000000000,2817.547,2828.154,2814.776,2826.378,86672,737640,735368
2018-01-29 23:00:00.000000000,2826.378,2826.378,2819.641,2820.628,30208,735368,727394
2018-01-30 09:00:00.000000000,2820.628,2822.323,2788.611,2808.552,303062,727394,753944
2018-01-30 10:00:00.000000000,2808.552,2810.426,2799.46,2802.452,58196,753944,761638
2018-01-30 11:00:00.000000000,2802.452,2816.062,2801.44,2810.939,77338,761638,761394
2018-01-30 13:00:00.000000000,2810.84,2810.84,2797.682,2799.508,66340,761394,769478
2018-01-30 14:00:00.000000000,2799.508,2807.91,2788.947,2805.365,175766,769478,773890
2018-01-30 21:00:00.000000000,2805.617,2810.314,2791.926,2795.884,158040,773890,775856
2018-01-30 22:00:00.000000000,2795.884,2799.538,2770.138,2774.124,220562,775856,772548
2018-01-30 23:00:00.000000000,2774.124,2777.167,2767.363,2773.317,79326,772548,773008
2018-01-31 09:00:00.000000000,2771.342,2779.549,2752.262,2762.242,209064,773008,780030
2018-01-31 10:00:00.000000000,2762.242,2775.37,2760.25,2770.485,70364,780030,786964
2018-01-31 11:00:00.000000000,2770.485,2784.105,2769.587,2770.485,74546,786964,788258
2018-01-31 13:00:00.000000000,2770.485,2773.554,2765.702,2769.786,33530,788258,796548
2018-01-31 14:00:00.000000000,2769.786,2784.114,2767.626,2776.608,114194,796548,797872
2018-01-31 21:00:00.000000000,2777.238,2786.161,2769.394,2785.174,124102,797872,775566
2018-01-31 22:00:00.000000000,2785.174,2785.174,2764.635,2771.443,105532,775566,765136
2018-01-31 23:00:00.000000000,2771.443,2773.456,2763.946,2769.708,52000,765136,755094
2018-02-01 09:00:00.000000000,2771.681,2788.956,2771.681,2777.973,117534,755094,738518
2018-02-01 10:00:00.000000000,2777.973,2780.135,2770.013,2771.887,62858,738518,736618
2018-02-01 11:00:00.000000000,2771.887,2776.471,2768.077,2769.444,35078,736618,738310
2018-02-01 13:00:00.000000000,2770.63,2770.63,2760.441,2766.951,66388,738310,754350
2018-02-01 14:00:00.000000000,2766.951,2769.911,2756.458,2765.2,133470,754350,773920
2018-02-01 21:00:00.000000000,2769.773,2775.731,2766.13,2773.843,104046,773920,763088
2018-02-01 22:00:00.000000000,2773.843,2781.99,2767.032,2775.268,104166,763088,742842
2018-02-01 23:00:00.000000000,2775.268,2781.22,2774.39,2777.167,32456,742842,737980
2018-02-02 09:00:00.000000000,2781.113,2787.059,2774.657,2779.589,89466,737980,732016
2018-02-02 10:00:00.000000000,2779.589,2793.997,2776.556,2792.906,89570,732016,736114
2018-02-02 11:00:00.000000000,2792.906,2797.848,2783.211,2783.211,96564,736114,741878
2018-02-02 13:00:00.000000000,2783.211,2785.079,2772.458,2772.552,67012,741878,749098
2018-02-02 14:00:00.000000000,2772.552,2779.288,2759.777,2766.399,168078,749098,778636
2018-02-02 21:00:00.000000000,2754.747,2782.125,2751.993,2776.154,174742,778636,759258
2018-02-02 22:00:00.000000000,2776.154,2776.154,2758.593,2761.45,113622,759258,751022
2018-02-02 23:00:00.000000000,2761.45,2763.527,2744.208,2754.433,115276,751022,744854
2018-02-05 09:00:00.000000000,2754.433,2769.918,2748.389,2766.384,140906,744854,743694
2018-02-05 10:00:00.000000000,2766.384,2779.645,2764.426,2777.004,109758,743694,739020
2018-02-05 11:00:00.000000000,2777.004,2779.82,2774.219,2776.746,44116,739020,742250
2018-02-05 13:00:00.000000000,2777.733,2801.587,2771.465,2792.606,170650,742250,759640
2018-02-05 14:00:00.000000000,2792.606,2795.64,2784.137,2793.77,148018,759640,766060
2018-02-05 21:00:00.000000000,2792.531,2817.084,2786.465,2812.229,259800,766060,730746
2018-02-05 22:00:00.000000000,2812.229,2815.118,2804.639,2806.82,98974,730746,724858
2018-02-05 23:00:00.000000000,2806.82,2819.205,2805.94,2816.477,53178,724858,715058
2018-02-06 09:00:00.000000000,2809.531,2810.517,2782.464,2789.81,192094,715058,705870
2018-02-06 10:00:00.000000000,2789.81,2817.892,2789.81,2813.593,161460,705870,718370
2018-02-06 11:00:00.000000000,2813.593,2820.979,2804.675,2807.634,76528,718370,723048
2018-02-06 13:00:00.000000000,2808.406,2808.406,2797.805,2803.637,63346,723048,732156
2018-02-06 14:00:00.000000000,2803.637,2812.244,2792.94,2805.171,157444,732156,740310
2018-02-06 21:00:00.000000000,2804.821,2809.859,2792.542,2805.051,154322,740310,723808
2018-02-06 22:00:00.000000000,2805.051,2816.671,2801.452,2810.731,144364,723808,724018
2018-02-06 23:00:00.000000000,2810.731,2820.226,2806.853,2807.731,71574,724018,716278
2018-02-07 09:00:00.000000000,2811.567,2817.034,2805.462,2813.306,94218,716278,714648
2018-02-07 10:00:00.000000000,2813.306,2814.292,2795.905,2798.539,98764,714648,706304
2018-02-07 11:00:00.000000000,2798.539,2804.424,2796.675,2802.591,37752,706304,706574
2018-02-07 13:00:00.000000000,2802.591,2803.298,2786.881,2792.721,108612,706574,717470
2018-02-07 14:00:00.000000000,2792.721,2798.679,2787.762,2788.532,128828,717470,732544
2018-02-07 21:00:00.000000000,2778.443,2780.554,2763.494,2767.948,234536,732544,711786
2018-02-07 22:00:00.000000000,2767.948,2775.126,2755.933,2769.34,162534,711786,705182
2018-02-07 23:00:00.000000000,2769.34,2774.13,2767.432,2771.162,40720,705182,697226
2018-02-08 09:00:00.000000000,2761.709,2767.138,2753.456,2764.394,173062,697226,704622
2018-02-08 10:00:00.000000000,2764.394,2779.251,2762.567,2773.421,103366,704622,703654
2018-02-08 11:00:00.000000000,2773.421,2774.3,2763.55,2765.414,38618,703654,710934
2018-02-08 13:00:00.000000000,2766.4,2773.28,2763.55,2769.532,42358,710934,718342
2018-02-08 14:00:00.000000000,2769.532,2775.968,2764.785,2775.968,95004,718342,721946
2018-02-08 21:00:00.000000000,2773.117,2783.548,2770.072,2781.577,137200,721946,703364
2018-02-08 22:00:00.000000000,2781.577,2796.783,2775.774,2795.142,132492,703364,684592
2018-02-08 23:00:00.000000000,2795.142,2796.893,2787.292,2791.014,57230,684592,673384
2018-02-09 09:00:00.000000000,2788.057,2788.057,2767.126,2772.085,164456,673384,649084
2018-02-09 10:00:00.000000000,2772.085,2780.394,2771.755,2772.715,49558,649084,652128
2018-02-09 11:00:00.000000000,2772.715,2782.625,2770.854,2779.437,40514,652128,655102
2018-02-09 13:00:00.000000000,2780.313,2780.544,2758.358,2760.219,97792,655102,661730
2018-02-09 14:00:00.000000000,2760.219,2766.618,2755.342,2757.159,158874,661730,667896
2018-02-09 21:00:00.000000000,2746.86,2754.018,2732.117,2746.882,161970,667896,659616
2018-02-09 22:00:00.000000000,2746.882,2752.354,2739.101,2745.78,71098,659616,646910
2018-02-09 23:00:00.000000000,2745.78,2750.35,2743.73,2746.327,27364,646910,640744
2018-02-12 09:00:00.000000000,2745.46,2765.725,2744.593,2754.432,129108,640744,640854
2018-02-12 10:00:00.000000000,2754.432,2754.432,2714.983,2716.834,186472,640854,675090
2018-02-12 11:00:00.000000000,2716.834,2721.768,2701.011,2704.479,126114,675090,696408
2018-02-12 13:00:00.000000000,2701.878,2714.358,2701.878,2711.427,64278,696408,707318
2018-02-12 14:00:00.000000000,2711.427,2715.012,2697.862,2712.351,138504,707318,717020
2018-02-12 21:00:00.000000000,2714.473,2714.473,2696.31,2700.296,113686,717020,710424
2018-02-12 22:00:00.000000000,2700.296,2706.729,2690.62,2704.875,105742,710424,702450
2018-02-12 23:00:00.000000000,2704.875,2705.746,2699.172,2700.043,22678,702450,697750
2018-02-13 09:00:00.000000000,2700.043,2719.095,2700.043,2712.107,95686,697750,686096
2018-02-13 10:00:00.000000000,2712.107,2713.091,2693.16,2694.902,47532,686096,690064
2018-02-13 11:00:00.000000000,2694.902,2711.164,2694.902,2708.2,33542,690064,687718
2018-02-13 13:00:00.000000000,2708.2,2709.184,2701.764,2707.216,22854,687718,688454
2018-02-13 14:00:00.000000000,2707.216,2709.071,2699.281,2707.052,65350,688454,675294
2018-02-13 21:00:00.000000000,2707.776,2710.335,2700.169,2702.019,56282,675294,668266
2018-02-13 22:00:00.000000000,2702.019,2706.78,2699.369,2704.878,34668,668266,658976
2018-02-13 23:00:00.000000000,2704.878,2720.457,2704.012,2715.657,59238,658976,637220
2018-02-14 09:00:00.000000000,2716.523,2729.894,2713.456,2721.082,93734,637220,627850
2018-02-14 10:00:00.000000000,2721.082,2722.066,2705.622,2705.622,53944,627850,630482
2018-02-14 11:00:00.000000000,2705.622,2708.298,2687.737,2691.54,62286,630482,640788
2018-02-14 13:00:00.000000000,2691.54,2702.004,2691.54,2700.904,36102,640788,643118
2018-02-14 14:00:00.000000000,2700.904,2709.198,2685.499,2709.094,110792,643118,631630
2018-02-22 09:00:00.000000000,2715.336,2734.789,2704.907,2717.581,163260,631630,614572
2018-02-22 10:00:00.000000000,2717.581,2729.285,2710.802,2724.632,56598,614572,619740
2018-02-22 11:00:00.000000000,2724.632,2726.209,2717.837,2719.802,16736,619740,620552
2018-02-22 13:00:00.000000000,2719.802,2725.281,2717.085,2723.459,20206,620552,628786
2018-02-22 14:00:00.000000000,2723.459,2724.469,2707.746,2717.247,73100,628786,640070
2018-02-22 21:00:00.000000000,2715.749,2733.527,2712.684,2728.692,146792,640070,633766
2018-02-22 22:00:00.000000000,2728.692,2735.796,2725.167,2731.261,65290,633766,640056
2018-02-22 23:00:00.000000000,2731.261,2735.088,2729.688,2733.385,28726,640056,638008
2018-02-23 09:00:00.000000000,2735.954,2744.881,2730.567,2735.954,129920,638008,639222
2018-02-23 10:00:00.000000000,2735.954,2736.085,2722.52,2726.32,56710,639222,652494
2018-02-23 11:00:00.000000000,2726.32,2731.013,2725.378,2731.013,27120,652494,653622
2018-02-23 13:00:00.000000000,2730.161,2742.142,2730.161,2738.011,57398,653622,659302
2018-02-23 14:00:00.000000000,2738.011,2754.504,2735.325,2753.652,151220,659302,658368
2018-02-23 21:00:00.000000000,2753.137,2755.948,2741.841,2742.824,99318,658368,647394
2018-02-23 22:00:00.000000000,2742.824,2761.802,2742.824,2756.28,99282,647394,645346
2018-02-23 23:00:00.000000000,2756.28,2762.66,2755.435,2760.971,38300,645346,639304
2018-02-26 09:00:00.000000000,2761.815,2769.179,2738.629,2741.301,193956,639304,663644
2018-02-26 10:00:00.000000000,2741.301,2743.973,2722.822,2733.632,126974,663644,683930
2018-02-26 11:00:00.000000000,2733.632,2737.566,2733.632,2736.583,26682,683930,690600
2018-02-26 13:00:00.000000000,2736.583,2736.736,2727.141,2731.958,46150,690600,704818
2018-02-26 14:00:00.000000000,2731.958,2734.064,2694.353,2695.336,337400,704818,788034
2018-02-26 21:00:00.000000000,2689.661,2693.405,2670.243,2677.093,327996,788034,789804
2018-02-26 22:00:00.000000000,2677.093,2682.877,2670.12,2675.355,86016,789804,791864
2018-02-26 23:00:00.000000000,2675.355,2678.341,2671.674,2675.104,33980,791864,789616
2018-02-27 09:00:00.000000000,2674.512,2685.651,2671.709,2673.969,121214,789616,796350
2018-02-27 10:00:00.000000000,2673.969,2677.069,2664.008,2667.84,144650,796350,821762
2018-02-27 11:00:00.000000000,2667.84,2671.861,2659.225,2671.004,117724,821762,823270
2018-02-27 13:00:00.000000000,2670.149,2673.06,2665.401,2668.939,59860,823270,824986
2018-02-27 14:00:00.000000000,2668.939,2679.761,2666.913,2672.993,122680,824986,833158
2018-02-27 21:00:00.000000000,2674.415,2685.919,2668.293,2681.812,178178,833158,809300
2018-02-27 22:00:00.000000000,2681.812,2690.102,2679.989,2682.6,120704,809300,785552
2018-02-27 23:00:00.000000000,2682.6,2688.208,2680.454,2683.609,34344,785552,778162
2018-02-28 09:00:00.000000000,2683.309,2686.346,2669.451,2686.219,137814,778162,781194
2018-02-28 10:00:00.000000000,2686.219,2686.519,2679.075,2679.923,46418,781194,780446
2018-02-28 11:00:00.000000000,2679.923,2680.759,2673.453,2675.042,41234,780446,785720
2018-02-28 13:00:00.000000000,2675.042,2682.714,2672.745,2678.744,37240,785720,794688
2018-02-28 14:00:00.000000000,2678.744,2681.537,2670.944,2675.727,86810,794688,803782
2018-02-28 21:00:00.000000000,2676.889,2678.86,2663.163,2671.244,165048,803782,800778
2018-02-28 22:00:00.000000000,2671.244,2679.667,2668.412,2679.667,78734,800778,795502
2018-02-28 23:00:00.000000000,2679.667,2682.799,2669.398,2670.384,67224,795502,800576
2018-03-01 09:00:00.000000000,2666.59,2667.126,2624.71,2656.4,399714,800576,850674
2018-03-01 10:00:00.000000000,2656.4,2659.534,2651.285,2654.254,77180,850674,864864
2018-03-01 11:00:00.000000000,2654.254,2667.917,2648.926,2665.271,74794,864864,874244
2018-03-01 13:00:00.000000000,2665.271,2668.24,2652.981,2655.938,61124,874244,891206
2018-03-01 14:00:00.000000000,2655.938,2663.586,2651.123,2661.58,110262,891206,907754
2018-03-01 21:00:00.000000000,2656.854,2671.122,2655.731,2666.717,152952,907754,888040
