datetime,KQ.i@SHFE.ru.open,KQ.i@SHFE.ru.high,KQ.i@SHFE.ru.low,KQ.i@SHFE.ru.close,KQ.i@SHFE.ru.volume,KQ.i@SHFE.ru.open_oi,KQ.i@SHFE.ru.close_oi
2018-01-04 14:45:00.000000000,14094.7,14136.735,14089.711,14118.702,30770,487370,478046
2018-01-04 21:00:00.000000000,14118.521,14141.658,14087.44,14126.688,31378,478046,480472
2018-01-04 21:15:00.000000000,14126.688,14131.678,14063.331,14068.8,25176,480472,483234
2018-01-04 21:30:00.000000000,14068.8,14096.93,14068.512,14077.729,9674,483234,484386
2018-01-04 21:45:00.000000000,14077.729,14112.376,14077.729,14107.671,9626,484386,484602
2018-01-04 22:00:00.000000000,14107.671,14111.897,14078.309,14087.72,8376,484602,484858
2018-01-04 22:15:00.000000000,14087.72,14101.357,14074.082,14087.72,6374,484858,485026
2018-01-04 22:30:00.000000000,14087.72,14092.141,14053.837,14086.478,14376,485026,484778
2018-01-04 22:45:00.000000000,14086.478,14087.436,14043.286,14047.514,12044,484778,482934
2018-01-05 09:00:00.000000000,14043.48,14066.029,14013.875,14037.768,33952,482934,489706
2018-01-05 09:15:00.000000000,14037.768,14043.043,13944.215,13979.339,58890,489706,499362
2018-01-05 09:30:00.000000000,13979.339,14165.224,13970.601,14127.134,85888,499362,487376
2018-01-05 09:45:00.000000000,14127.134,14131.36,14092.72,14112.681,16766,487376,485540
2018-01-05 10:00:00.000000000,14112.681,14151.27,14112.681,14127.561,16730,485540,484314
2018-01-05 10:30:00.000000000,14127.846,14132.072,14102.978,14107.204,7362,484314,483434
2018-01-05 10:45:00.000000000,14107.204,14121.799,14097.702,14102.887,7218,483434,483296
2018-01-05 11:00:00.000000000,14102.887,14112.104,14097.133,14102.407,6380,483296,483214
2018-01-05 11:15:00.000000000,14102.407,14106.828,14078.204,14082.716,11434,483214,482020
2018-01-05 13:30:00.000000000,14082.716,14092.127,14038.259,14046.712,23828,482020,484692
2018-01-05 13:45:00.000000000,14046.712,14071.379,14018.298,14032.505,29018,484692,485966
2018-01-05 14:00:00.000000000,14032.505,14071.857,14028.278,14062.162,15436,485966,485494
2018-01-05 14:15:00.000000000,14062.162,14076.653,14052.944,14071.094,10264,485494,484582
2018-01-05 14:30:00.000000000,14071.094,14115.813,14066.867,14101.165,25696,484582,483386
2018-01-05 14:45:00.000000000,14101.165,14116.046,14091.47,14096.17,21324,483386,478978
2018-01-05 21:00:00.000000000,14064.029,14107.879,14063.539,14088.68,22444,478978,482214
2018-01-05 21:15:00.000000000,14088.68,14118.35,14064.49,14074.472,16562,482214,483504
2018-01-05 21:30:00.000000000,14074.472,14117.588,14074.472,14102.888,13448,483504,484172
2018-01-05 21:45:00.000000000,14102.888,14108.369,14093.451,14098.66,4138,484172,484348
2018-01-05 22:00:00.000000000,14098.66,14107.879,14020.445,14054.781,22196,484348,484470
2018-01-05 22:15:00.000000000,14054.781,14081.945,14040.302,14073.489,11260,484470,484782
2018-01-05 22:30:00.000000000,14073.489,14077.718,14049.029,14067.956,7200,484782,484510
2018-01-05 22:45:00.000000000,14067.956,14068.719,14044.854,14045.563,10492,484510,481654
2018-01-08 09:00:00.000000000,14049.791,14087.594,14009.375,14058.516,40576,481654,484122
2018-01-08 09:15:00.000000000,14058.516,14068.496,13975.456,14028.824,33528,484122,488214
2018-01-08 09:30:00.000000000,14028.824,14038.262,14004.363,14019.554,12180,488214,490202
2018-01-08 09:45:00.000000000,14019.554,14034.247,14009.845,14019.063,6934,490202,491410
2018-01-08 10:00:00.000000000,14019.063,14053.232,14009.082,14029.043,13448,491410,490734
2018-01-08 10:30:00.000000000,14029.043,14044.015,14014.563,14033.271,8344,490734,492616
2018-01-08 10:45:00.000000000,14033.271,14043.743,14029.315,14034.306,4762,492616,492262
2018-01-08 11:00:00.000000000,14034.306,14043.743,14015.063,14038.217,8806,492262,492642
2018-01-08 11:15:00.000000000,14038.217,14038.488,14020.0,14029.052,4790,492642,492238
2018-01-08 13:30:00.000000000,14019.833,14023.789,13990.863,14009.289,19612,492238,496338
2018-01-08 13:45:00.000000000,14009.289,14067.614,14008.799,14019.288,23288,496338,494726
2018-01-08 14:00:00.000000000,14019.288,14038.215,14014.084,14022.759,11308,494726,495378
2018-01-08 14:15:00.000000000,14022.759,14048.201,14014.303,14038.221,10646,495378,495322
2018-01-08 14:30:00.000000000,14038.221,14042.448,14009.584,14027.969,10666,495322,495456
2018-01-08 14:45:00.000000000,14027.969,14086.868,14014.567,14081.813,37780,495456,487082
2018-01-08 21:00:00.000000000,14134.843,14134.843,14080.439,14090.169,37890,487082,487806
2018-01-08 21:15:00.000000000,14090.169,14125.13,14080.696,14105.918,19774,487806,488818
2018-01-08 21:30:00.000000000,14105.918,14187.806,14105.42,14183.57,34480,488818,491014
2018-01-08 21:45:00.000000000,14183.57,14208.037,14134.938,14169.354,45546,491014,489320
2018-01-08 22:00:00.000000000,14169.354,14178.586,14159.373,14169.371,9086,489320,489588
2018-01-08 22:15:00.000000000,14169.371,14184.349,14164.134,14179.856,9944,489588,489086
2018-01-08 22:30:00.000000000,14179.856,14193.168,14150.006,14159.987,19782,489086,486894
2018-01-08 22:45:00.000000000,14159.987,14173.956,14063.434,14063.932,34396,486894,482374
2018-01-09 09:00:00.000000000,14081.89,14100.593,14067.139,14072.136,25450,482374,485842
2018-01-09 09:15:00.000000000,14072.136,14085.32,14048.438,14066.347,13430,485842,486986
2018-01-09 09:30:00.000000000,14066.347,14090.297,14062.106,14071.593,8280,486986,487700
2018-01-09 09:45:00.000000000,14071.593,14081.076,14047.144,14057.875,14156,487700,489414
2018-01-09 10:00:00.000000000,14057.875,14070.843,14022.19,14041.151,15844,489414,492094
2018-01-09 10:30:00.000000000,14040.4,14061.109,14036.16,14055.866,7554,492094,492846
2018-01-09 10:45:00.000000000,14055.866,14071.091,14046.39,14056.37,7824,492846,493176
2018-01-09 11:00:00.000000000,14056.37,14066.1,14051.632,14064.851,4250,493176,493294
2018-01-09 11:15:00.000000000,14064.851,14075.829,14056.124,14061.361,6050,493294,492706
2018-01-09 13:30:00.000000000,14061.361,14066.1,14046.888,14065.354,8116,492706,493908
2018-01-09 13:45:00.000000000,14065.354,14110.01,14060.862,14100.288,26262,493908,493110
2018-01-09 14:00:00.000000000,14100.288,14105.279,14086.061,14100.541,9588,493110,492092
2018-01-09 14:15:00.000000000,14100.541,14109.771,14066.362,14074.591,14178,492092,491642
2018-01-09 14:30:00.000000000,14074.591,14085.317,14061.372,14075.336,9118,491642,491498
2018-01-09 14:45:00.000000000,14075.336,14100.046,14065.858,14085.577,21658,491498,486700
2018-01-09 21:00:00.000000000,14108.093,14132.024,14093.521,14122.726,31642,486700,487832
2018-01-09 21:15:00.000000000,14122.726,14127.999,14083.26,14094.034,16928,487832,487348
2018-01-09 21:30:00.000000000,14094.034,14098.798,14069.537,14074.3,16090,487348,487802
2018-01-09 21:45:00.000000000,14074.3,14083.599,14005.171,14049.615,40040,487802,492978
2018-01-09 22:00:00.000000000,14049.615,14068.329,14049.615,14059.597,10350,492978,492018
2018-01-09 22:15:00.000000000,14059.597,14096.796,14059.313,14089.029,15708,492018,490800
2018-01-09 22:30:00.000000000,14089.029,14093.282,14064.304,14069.067,7418,490800,490366
2018-01-09 22:45:00.000000000,14069.067,14083.528,14035.596,14039.849,13064,490366,488708
2018-01-10 09:00:00.000000000,14047.843,14074.047,14031.117,14039.85,23376,488708,491988
2018-01-10 09:15:00.000000000,14039.85,14075.066,14025.105,14070.303,17696,491988,492272
2018-01-10 09:30:00.000000000,14070.303,14084.049,14060.026,14074.067,10098,492272,491556
2018-01-10 09:45:00.000000000,14074.067,14088.812,14074.067,14079.059,7356,491556,491414
2018-01-10 10:00:00.000000000,14079.059,14260.301,14065.279,14255.538,92790,491414,492788
2018-01-10 10:30:00.000000000,14256.048,14285.342,14226.906,14246.712,51992,492788,492172
2018-01-10 10:45:00.000000000,14246.712,14251.475,14211.834,14230.037,20070,492172,490316
2018-01-10 11:00:00.000000000,14230.037,14235.766,14042.876,14074.846,71422,490316,483332
2018-01-10 11:15:00.000000000,14074.846,14108.595,14061.577,14079.162,36558,483332,484638
2018-01-10 13:30:00.000000000,14078.935,14087.426,14064.19,14082.604,19198,484638,486254
2018-01-10 13:45:00.000000000,14082.604,14092.867,14073.36,14078.634,11084,486254,486432
2018-01-10 14:00:00.000000000,14078.634,14083.114,14068.426,14072.45,9114,486432,486960
2018-01-10 14:15:00.000000000,14072.45,14091.847,14072.167,14073.699,12028,486960,487936
2018-01-10 14:30:00.000000000,14073.699,14083.17,14052.999,14077.214,21240,487936,488512
2018-01-10 14:45:00.000000000,14077.214,14083.114,14050.283,14050.289,23384,488512,485902
2018-01-10 21:00:00.000000000,14098.548,14141.373,14085.154,14094.788,37872,485902,484362
2018-01-10 21:15:00.000000000,14094.788,14133.133,14085.154,14109.576,16352,484362,482932
2018-01-10 21:30:00.000000000,14109.576,14114.575,14104.595,14113.7,5678,482932,482778
2018-01-10 21:45:00.000000000,14113.7,14114.229,14090.144,14104.776,8516,482778,483010
2018-01-10 22:00:00.000000000,14104.776,14109.065,14094.608,14095.137,4656,483010,483472
2018-01-10 22:15:00.000000000,14095.137,14099.426,14073.915,14093.711,9326,483472,483748
2018-01-10 22:30:00.000000000,14093.711,14098.528,14084.788,14094.414,3694,483748,483470
2018-01-10 22:45:00.000000000,14094.414,14128.119,14084.779,14123.303,19344,483470,479030
2018-01-11 09:00:00.000000000,14123.831,14171.822,14104.563,14162.735,34730,479030,480778
2018-01-11 09:15:00.000000000,14162.735,14182.562,14144.034,14158.146,21482,480778,481070
2018-01-11 09:30:00.000000000,14158.146,14162.599,14139.57,14144.916,8954,481070,480596
2018-01-11 09:45:00.000000000,14144.916,14157.955,14134.571,14153.666,7528,480596,480396
2018-01-11 10:00:00.000000000,14153.666,14153.666,14109.618,14114.962,16130,480396,478782
2018-01-11 10:30:00.000000000,14114.962,14133.702,14100.512,14128.356,9866,478782,478388
2018-01-11 10:45:00.000000000,14128.356,14143.154,14128.356,14129.76,7156,478388,477816
2018-01-11 11:00:00.000000000,14129.76,14148.846,14129.76,14138.684,4132,477816,477880
2018-01-11 11:15:00.000000000,14138.684,14143.5,14119.771,14129.933,6088,477880,477508
2018-01-11 13:30:00.000000000,14120.299,14134.048,14100.329,14133.52,17342,477508,477666
2018-01-11 13:45:00.000000000,14133.52,14202.689,14129.231,14168.278,48754,477666,481020
2018-01-11 14:00:00.000000000,14168.278,14177.912,14144.722,14177.384,16540,481020,479766
2018-01-11 14:15:00.000000000,14177.384,14187.018,14164.683,14173.095,12104,479766,479846
2018-01-11 14:30:00.000000000,14173.095,14212.521,14173.095,14175.216,27654,479846,479632
2018-01-11 14:45:00.000000000,14175.216,14191.677,14163.122,14187.229,23222,479632,476356
2018-01-11 21:00:00.000000000,14247.919,14270.889,14210.442,14224.898,57666,476356,480520
2018-01-11 21:15:00.000000000,14224.898,14253.255,14215.829,14249.535,17092,480520,481958
2018-01-11 21:30:00.000000000,14249.535,14393.186,14249.535,14387.805,103452,481958,497342
2018-01-11 21:45:00.000000000,14387.805,14393.264,14355.057,14377.561,33530,497342,498226
2018-01-11 22:00:00.000000000,14377.561,14377.561,14329.798,14343.691,24082,498226,496330
2018-01-11 22:15:00.000000000,14343.691,14353.329,14301.667,14334.739,25542,496330,493726
2018-01-11 22:30:00.000000000,14334.739,14348.511,14324.979,14334.616,10028,493726,493164
2018-01-11 22:45:00.000000000,14334.616,14353.854,14311.047,14339.397,21518,493164,487446
2018-01-12 09:00:00.000000000,14343.092,14383.354,14325.503,14355.395,38482,487446,490758
2018-01-12 09:15:00.000000000,14355.395,14369.289,14344.853,14354.661,15326,490758,492140
2018-01-12 09:30:00.000000000,14354.661,14422.302,14334.482,14398.38,48050,492140,498456
2018-01-12 09:45:00.000000000,14398.38,14407.455,14360.439,14374.725,18722,498456,496452
2018-01-12 10:00:00.000000000,14374.725,14383.506,14355.327,14359.584,9584,496452,496136
2018-01-12 10:30:00.000000000,14355.327,14374.605,14349.774,14369.786,11202,496136,495980
2018-01-12 10:45:00.000000000,14369.786,14377.776,14354.808,14369.264,7652,495980,495918
2018-01-12 11:00:00.000000000,14369.264,14383.157,14359.064,14378.339,10948,495918,496634
2018-01-12 11:15:00.000000000,14378.339,14415.918,14259.405,14303.802,67990,496634,490444
2018-01-12 13:30:00.000000000,14309.183,14318.811,14294.055,14294.448,19708,490444,488864
2018-01-12 13:45:00.000000000,14294.448,14313.723,14279.992,14284.249,12880,488864,487292
2018-01-12 14:00:00.000000000,14284.249,14323.36,14279.992,14310.494,15306,487292,485992
2018-01-12 14:15:00.000000000,14310.494,14319.569,14294.667,14306.237,7936,485992,485740
2018-01-12 14:30:00.000000000,14306.237,14314.627,14294.496,14300.171,7844,485740,485344
2018-01-12 14:45:00.000000000,14300.171,14329.207,14290.534,14314.75,25188,485344,480658
2018-01-12 21:00:00.000000000,14288.443,14307.155,14176.882,14267.199,50152,480658,478910
2018-01-12 21:15:00.000000000,14267.199,14267.199,14231.451,14242.277,15216,478910,478104
2018-01-12 21:30:00.000000000,14242.277,14252.0,14233.288,14247.424,8414,478104,478498
2018-01-12 21:45:00.000000000,14247.424,14265.865,14242.586,14261.628,6280,478498,478638
2018-01-12 22:00:00.000000000,14261.628,14270.363,14251.978,14257.395,6046,478638,478560
2018-01-12 22:15:00.000000000,14257.395,14289.405,14256.807,14270.693,9196,478560,478722
2018-01-12 22:30:00.000000000,14270.693,14275.519,14256.807,14261.632,3824,478722,478876
2018-01-12 22:45:00.000000000,14261.632,14289.405,14261.632,14270.858,10506,478876,476406
2018-01-15 09:00:00.000000000,14272.035,14384.471,14272.035,14359.447,44408,476406,480034
2018-01-15 09:15:00.000000000,14359.447,14513.092,14341.323,14470.551,77298,480034,491624
2018-01-15 09:30:00.000000000,14470.551,14497.736,14454.312,14483.85,27772,491624,493690
2018-01-15 09:45:00.000000000,14483.85,14483.85,14460.313,14470.551,16166,493690,494068
2018-01-15 10:00:00.000000000,14470.551,14489.851,14465.726,14472.058,11964,494068,494142
2018-01-15 10:30:00.000000000,14472.058,14476.294,14447.345,14456.406,13730,494142,493518
2018-01-15 10:45:00.000000000,14456.406,14470.908,14389.464,14432.281,25618,493518,491422
2018-01-15 11:00:00.000000000,14432.281,14437.106,14414.501,14424.151,7220,491422,491362
2018-01-15 11:15:00.000000000,14424.151,14447.688,14419.326,14437.45,9090,491362,491938
2018-01-15 13:30:00.000000000,14447.1,14471.813,14447.1,14464.219,16714,491938,492428
2018-01-15 13:45:00.000000000,14464.219,14464.219,14445.911,14451.323,7354,492428,492782
2018-01-15 14:00:00.000000000,14451.323,14470.439,14441.674,14460.783,7986,492782,493258
2018-01-15 14:15:00.000000000,14460.783,14470.419,14417.933,14428.171,12432,493258,493064
2018-01-15 14:30:00.000000000,14428.171,14471.008,14426.995,14461.945,13786,493064,493820
2018-01-15 14:45:00.000000000,14461.945,14473.645,14426.519,14465.172,25018,493820,487822
2018-01-15 21:00:00.000000000,14469.283,14489.19,14408.843,14422.743,49656,487822,492228
2018-01-15 21:15:00.000000000,14422.743,14451.132,14422.743,14440.885,9602,492228,492724
2018-01-15 21:30:00.000000000,14440.885,14445.715,14427.574,14431.814,5882,492724,493420
2018-01-15 21:45:00.000000000,14431.814,14442.063,14426.396,14432.403,5312,493420,493248
2018-01-15 22:00:00.000000000,14432.403,14442.063,14431.82,14436.65,2700,493248,493406
2018-01-15 22:15:00.000000000,14436.65,14446.31,14436.65,14441.48,3942,493406,493908
2018-01-15 22:30:00.000000000,14441.48,14441.48,14413.68,14436.65,8134,493908,493844
2018-01-15 22:45:00.000000000,14436.65,14442.658,14427.58,14436.65,6534,493844,491686
2018-01-16 09:00:00.000000000,14437.828,14445.721,14346.628,14365.357,48058,491686,495652
2018-01-16 09:15:00.000000000,14365.357,14393.74,14360.527,14384.081,13622,495652,496758
2018-01-16 09:30:00.000000000,14384.081,14388.91,14335.783,14359.896,22422,496758,496784
2018-01-16 09:45:00.000000000,14359.896,14373.796,14340.577,14345.407,11372,496784,498014
2018-01-16 10:00:00.000000000,14345.407,14378.626,14341.166,14369.556,11642,498014,497704
2018-01-16 10:30:00.000000000,14373.796,14388.285,14354.478,14383.456,12922,497704,497546
2018-01-16 10:45:00.000000000,14383.456,14387.696,14326.677,14350.236,19428,497546,496168
2018-01-16 11:00:00.000000000,14350.236,14402.18,14340.577,14388.279,22176,496168,495332
2018-01-16 11:15:00.000000000,14388.279,14392.521,14339.393,14344.812,17196,495332,494180
2018-01-16 13:30:00.000000000,14344.223,14364.133,14326.084,14344.814,21822,494180,494700
2018-01-16 13:45:00.000000000,14344.814,14344.814,14277.77,14283.769,45418,494700,493882
2018-01-16 14:00:00.000000000,14283.769,14301.909,14230.581,14254.697,46854,493882,492178
2018-01-16 14:15:00.000000000,14254.697,14259.526,14187.655,14211.215,42448,492178,493710
2018-01-16 14:30:00.000000000,14211.215,14254.105,14197.314,14239.616,22122,493710,493018
2018-01-16 14:45:00.000000000,14239.616,14272.82,14215.468,14254.703,31590,493018,486564
2018-01-16 21:00:00.000000000,14222.79,14270.0,14139.625,14265.058,50228,486564,477816
2018-01-16 21:15:00.000000000,14265.058,14279.932,14255.126,14261.367,17370,477816,479170
2018-01-16 21:30:00.000000000,14261.367,14328.226,14255.144,14314.041,28414,479170,479362
2018-01-16 21:45:00.000000000,14314.041,14314.09,14284.052,14284.1,10396,479362,478878
2018-01-16 22:00:00.000000000,14284.1,14304.095,14279.799,14294.658,6952,478878,479232
2018-01-16 22:15:00.000000000,14294.658,14309.678,14285.416,14303.405,6866,479232,480186
2018-01-16 22:30:00.000000000,14303.405,14319.017,14294.707,14299.648,7196,480186,480094
2018-01-16 22:45:00.000000000,14299.648,14303.949,14274.697,14295.299,11706,480094,477166
2018-01-17 09:00:00.000000000,14294.018,14309.036,14275.339,14294.018,13632,477166,478908
2018-01-17 09:15:00.000000000,14294.018,14299.104,14249.94,14258.451,12642,478908,479602
2018-01-17 09:30:00.000000000,14258.451,14284.07,14244.218,14270.526,12904,479602,480368
2018-01-17 09:45:00.000000000,14270.526,14293.27,14264.944,14284.027,6342,480368,481048
2018-01-17 10:00:00.000000000,14284.027,14293.959,14284.027,14293.911,4370,481048,481464
2018-01-17 10:30:00.000000000,14293.911,14298.979,14272.245,14283.313,4786,481464,481250
2018-01-17 10:45:00.000000000,14283.313,14297.644,14274.313,14279.109,5804,481250,481620
2018-01-17 11:00:00.000000000,14279.109,14298.974,14264.828,14284.244,9452,481620,481924
2018-01-17 11:15:00.000000000,14284.244,14337.584,14284.244,14313.914,21842,481924,482822
2018-01-17 13:30:00.000000000,14308.973,14311.992,14230.049,14244.825,28718,482822,482240
2018-01-17 13:45:00.000000000,14244.825,14264.837,14234.942,14254.796,12630,482240,482798
2018-01-17 14:00:00.000000000,14254.796,14264.815,14249.358,14259.881,6212,482798,483066
2018-01-17 14:15:00.000000000,14259.881,14259.881,14234.337,14249.93,10168,483066,483680
2018-01-17 14:30:00.000000000,14249.93,14249.93,14185.957,14200.686,32954,483680,483070
2018-01-17 14:45:00.000000000,14200.686,14239.132,14175.783,14206.803,35464,483070,478320
2018-01-17 21:00:00.000000000,14210.674,14237.459,14195.266,14227.409,26406,478320,482698
2018-01-17 21:15:00.000000000,14227.409,14253.016,14223.134,14252.37,13778,482698,483210
2018-01-17 21:30:00.000000000,14252.37,14252.37,14229.632,14238.114,6458,483210,482456
2018-01-17 21:45:00.000000000,14238.114,14238.184,14217.716,14227.558,7442,482456,482904
2018-01-17 22:00:00.000000000,14227.558,14242.459,14218.143,14222.419,6466,482904,483190
2018-01-17 22:15:00.000000000,14222.419,14232.261,14212.438,14227.271,6446,483190,483492
2018-01-17 22:30:00.000000000,14227.271,14237.251,14218.073,14232.399,5140,483492,483134
2018-01-17 22:45:00.000000000,14232.399,14237.32,14212.517,14213.945,9616,483134,481724
2018-01-18 09:00:00.000000000,14223.143,14266.705,14218.728,14256.724,20946,481724,483244
2018-01-18 09:15:00.000000000,14256.724,14291.448,14248.173,14266.0,22192,483244,485864
2018-01-18 09:30:00.000000000,14266.0,14270.275,14232.636,14255.216,11080,485864,487366
2018-01-18 09:45:00.000000000,14255.216,14256.646,14236.039,14250.226,7330,487366,488754
2018-01-18 10:00:00.000000000,14250.226,14317.109,14245.95,14307.982,31448,488754,490944
2018-01-18 10:30:00.000000000,14312.258,14337.577,14297.325,14313.517,27568,490944,491796
2018-01-18 10:45:00.000000000,14313.517,14322.783,14294.416,14294.416,13664,491796,491184
2018-01-18 11:00:00.000000000,14294.416,14303.682,14288.78,14298.622,8310,491184,490612
2018-01-18 11:15:00.000000000,14298.622,14313.593,14274.455,14309.317,16272,490612,489648
2018-01-18 13:30:00.000000000,14305.042,14324.382,14290.294,14300.065,15526,489648,491212
2018-01-18 13:45:00.000000000,14300.065,14309.401,14294.5,14294.5,6774,491212,491546
2018-01-18 14:00:00.000000000,14294.5,14304.411,14284.52,14299.421,9066,491546,491740
2018-01-18 14:15:00.000000000,14299.421,14302.981,14279.529,14298.2,10634,491740,492268
2018-01-18 14:30:00.000000000,14298.2,14313.102,14269.617,14278.884,15376,492268,491420
2018-01-18 14:45:00.000000000,14278.884,14297.347,14214.326,14228.513,54610,491420,488586
2018-01-18 21:00:00.000000000,14237.124,14265.786,14198.227,14241.174,39400,488586,494044
2018-01-18 21:15:00.000000000,14241.174,14255.204,14236.184,14246.766,8118,494044,494792
2018-01-18 21:30:00.000000000,14246.766,14251.069,14231.964,14237.726,8778,494792,495020
2018-01-18 21:45:00.000000000,14237.726,14246.851,14231.964,14236.954,5418,495020,495646
2018-01-18 22:00:00.000000000,14236.954,14246.073,14222.062,14241.253,8856,495646,495740
2018-01-18 22:15:00.000000000,14241.253,14255.198,14182.308,14206.921,27368,495740,496434
2018-01-18 22:30:00.000000000,14206.921,14225.57,14187.358,14222.037,13986,496434,496010
2018-01-18 22:45:00.000000000,14222.037,14270.746,14217.302,14254.653,22738,496010,492888
