datetime,KQ.i@SHFE.rb.open,KQ.i@SHFE.rb.high,KQ.i@SHFE.rb.low,KQ.i@SHFE.rb.close,KQ.i@SHFE.rb.volume,KQ.i@SHFE.rb.open_oi,KQ.i@SHFE.rb.close_oi
2018-01-05 20:00:00.000000000,3782.777,3790.634,3773.494,3781.258,441744,3131046,3151768
2018-01-05 22:00:00.000000000,3781.258,3787.768,3773.623,3777.319,343322,3151768,3125410
2018-01-08 08:00:00.000000000,3761.044,3766.201,3749.25,3751.13,871130,3125410,3160232
2018-01-08 10:00:00.000000000,3751.13,3764.699,3739.823,3751.01,695760,3160232,3199798
2018-01-08 12:00:00.000000000,3749.257,3749.257,3723.755,3730.891,537912,3199798,3282518
2018-01-08 14:00:00.000000000,3730.891,3803.545,3722.657,3801.687,1618640,3282518,3112408
2018-01-08 20:00:00.000000000,3804.421,3820.076,3795.011,3809.698,1001212,3112408,3089970
2018-01-08 22:00:00.000000000,3809.698,3824.458,3802.487,3808.156,647498,3089970,3024086
2018-01-09 08:00:00.000000000,3809.139,3818.687,3796.551,3803.968,513548,3024086,2983204
2018-01-09 10:00:00.000000000,3803.968,3807.196,3797.225,3803.994,332594,2983204,2982952
2018-01-09 12:00:00.000000000,3804.087,3807.096,3793.795,3802.889,229464,2982952,2973816
2018-01-09 14:00:00.000000000,3802.889,3815.632,3795.095,3803.251,574514,2973816,2947358
2018-01-09 20:00:00.000000000,3803.443,3812.712,3784.739,3788.624,746170,2947358,2993086
2018-01-09 22:00:00.000000000,3788.624,3802.205,3788.51,3792.559,389406,2993086,2978176
2018-01-10 08:00:00.000000000,3791.232,3794.689,3778.188,3790.889,531762,2978176,3036716
2018-01-10 10:00:00.000000000,3790.889,3849.966,3788.806,3843.328,1782244,3036716,3059622
2018-01-10 12:00:00.000000000,3841.588,3843.404,3831.063,3833.737,313522,3059622,3093298
2018-01-10 14:00:00.000000000,3833.737,3842.78,3826.8,3832.472,593782,3093298,3041206
2018-01-10 20:00:00.000000000,3837.885,3855.065,3829.923,3853.967,779500,3041206,3145582
2018-01-10 22:00:00.000000000,3853.967,3857.049,3840.966,3845.802,421736,3145582,3098782
2018-01-11 08:00:00.000000000,3843.27,3854.166,3839.863,3851.307,365720,3098782,3131918
2018-01-11 10:00:00.000000000,3851.307,3852.187,3822.864,3825.611,781236,3131918,3044558
2018-01-11 12:00:00.000000000,3821.982,3822.536,3807.182,3814.284,688212,3044558,3024968
2018-01-11 14:00:00.000000000,3814.284,3827.727,3807.555,3819.865,737266,3024968,2960098
2018-01-11 20:00:00.000000000,3817.666,3825.332,3814.744,3823.378,363306,2960098,3009466
2018-01-11 22:00:00.000000000,3823.378,3830.336,3793.598,3794.244,578930,3009466,2967808
2018-01-12 08:00:00.000000000,3789.951,3799.661,3783.912,3799.661,645026,2967808,3010212
2018-01-12 10:00:00.000000000,3799.661,3799.999,3772.773,3777.209,864256,3010212,3049098
2018-01-12 12:00:00.000000000,3776.332,3776.332,3761.93,3764.675,432402,3049098,3119822
2018-01-12 14:00:00.000000000,3764.675,3780.438,3763.798,3773.643,554142,3119822,3103744
2018-01-12 20:00:00.000000000,3766.702,3774.131,3760.973,3771.27,452150,3103744,3144256
2018-01-12 22:00:00.000000000,3771.27,3780.305,3767.426,3771.396,369542,3144256,3096794
2018-01-15 08:00:00.000000000,3735.834,3761.752,3734.677,3756.036,840246,3096794,3200492
2018-01-15 10:00:00.000000000,3756.036,3779.787,3754.067,3773.485,627562,3200492,3244050
2018-01-15 12:00:00.000000000,3774.257,3794.711,3774.257,3781.181,467808,3244050,3222992
2018-01-15 14:00:00.000000000,3781.181,3795.28,3778.719,3787.34,548284,3222992,3213210
2018-01-15 20:00:00.000000000,3790.112,3798.502,3785.272,3787.144,484058,3213210,3217660
2018-01-15 22:00:00.000000000,3787.144,3792.877,3784.282,3789.911,220456,3217660,3194034
2018-01-16 08:00:00.000000000,3789.911,3815.462,3788.256,3810.82,784268,3194034,3183884
2018-01-16 10:00:00.000000000,3810.82,3826.882,3800.69,3807.372,917480,3183884,3079086
2018-01-16 12:00:00.000000000,3806.383,3811.118,3797.573,3798.658,287932,3079086,3067980
2018-01-16 14:00:00.000000000,3798.658,3803.276,3772.573,3774.961,1119130,3067980,3001372
2018-01-16 20:00:00.000000000,3770.241,3785.381,3768.615,3776.82,611696,3001372,3089236
2018-01-16 22:00:00.000000000,3776.82,3817.26,3773.998,3817.15,1013094,3089236,3071696
2018-01-17 08:00:00.000000000,3817.26,3820.26,3802.081,3809.882,587876,3071696,3088282
2018-01-17 10:00:00.000000000,3809.882,3813.059,3795.998,3810.201,575600,3088282,3123234
2018-01-17 12:00:00.000000000,3810.311,3812.176,3800.643,3803.722,201192,3123234,3145170
2018-01-17 14:00:00.000000000,3803.722,3819.435,3777.184,3807.461,1438264,3145170,3105812
2018-01-17 20:00:00.000000000,3807.842,3828.101,3806.951,3812.596,796030,3105812,3212004
2018-01-17 22:00:00.000000000,3812.596,3823.168,3809.636,3815.581,429658,3212004,3203554
2018-01-18 08:00:00.000000000,3816.462,3825.804,3811.691,3819.078,400370,3203554,3215820
2018-01-18 10:00:00.000000000,3819.078,3829.976,3796.668,3814.06,852300,3215820,3193516
2018-01-18 12:00:00.000000000,3817.798,3845.865,3817.798,3834.905,672214,3193516,3274516
2018-01-18 14:00:00.000000000,3834.905,3838.623,3826.741,3837.741,517340,3274516,3305468
2018-01-18 20:00:00.000000000,3848.145,3866.466,3847.054,3853.228,953624,3305468,3325708
2018-01-18 22:00:00.000000000,3853.228,3855.102,3841.426,3850.139,521938,3325708,3295866
2018-01-19 08:00:00.000000000,3850.037,3854.88,3834.33,3839.175,502752,3295866,3312358
2018-01-19 10:00:00.000000000,3839.175,3850.637,3835.55,3843.152,499804,3312358,3334222
2018-01-19 12:00:00.000000000,3844.246,3873.055,3844.246,3865.456,669802,3334222,3409782
2018-01-19 14:00:00.000000000,3865.456,3905.058,3864.469,3904.181,1379644,3409782,3541896
2018-01-19 20:00:00.000000000,3910.932,3920.641,3907.491,3918.563,675362,3541896,3644516
2018-01-19 22:00:00.000000000,3918.563,3950.123,3917.666,3940.728,996710,3644516,3651988
2018-01-22 08:00:00.000000000,3946.464,3946.464,3912.606,3921.145,704274,3651988,3646310
2018-01-22 10:00:00.000000000,3921.145,3922.984,3898.002,3902.846,643660,3646310,3620456
2018-01-22 12:00:00.000000000,3900.968,3912.375,3898.892,3912.278,240134,3620456,3644484
2018-01-22 14:00:00.000000000,3912.278,3917.11,3898.516,3907.248,518964,3644484,3630648
2018-01-22 20:00:00.000000000,3911.044,3911.525,3886.192,3890.048,662562,3630648,3617498
2018-01-22 22:00:00.000000000,3890.048,3905.712,3888.867,3894.497,414040,3617498,3582864
2018-01-23 08:00:00.000000000,3895.489,3905.791,3890.937,3905.791,471328,3582864,3577796
2018-01-23 10:00:00.000000000,3905.791,3906.891,3866.338,3868.759,1304188,3577796,3451246
2018-01-23 12:00:00.000000000,3867.794,3871.722,3858.234,3858.234,386930,3451246,3423598
2018-01-23 14:00:00.000000000,3858.234,3909.617,3858.234,3894.342,1149852,3423598,3394702
2018-01-23 20:00:00.000000000,3886.806,3895.148,3881.837,3886.984,484604,3394702,3431694
2018-01-23 22:00:00.000000000,3886.984,3893.767,3878.46,3889.811,359292,3431694,3408818
2018-01-24 08:00:00.000000000,3889.793,3919.59,3889.793,3916.125,687350,3408818,3448174
2018-01-24 10:00:00.000000000,3916.125,3919.93,3901.287,3915.914,474352,3448174,3475468
2018-01-24 12:00:00.000000000,3917.703,3918.798,3909.83,3913.99,259606,3475468,3495036
2018-01-24 14:00:00.000000000,3913.99,3930.004,3913.113,3919.964,711666,3495036,3518752
2018-01-24 20:00:00.000000000,3924.255,3927.356,3899.972,3912.608,583180,3518752,3524212
2018-01-24 22:00:00.000000000,3912.608,3925.492,3911.712,3919.516,340152,3524212,3514036
2018-01-25 08:00:00.000000000,3921.85,3947.5,3921.85,3942.286,668162,3514036,3550840
2018-01-25 10:00:00.000000000,3942.286,3942.298,3916.453,3934.591,615098,3550840,3554820
2018-01-25 12:00:00.000000000,3941.019,3962.801,3938.428,3962.801,665516,3554820,3619028
2018-01-25 14:00:00.000000000,3962.801,3979.017,3944.478,3948.045,1176546,3619028,3589352
2018-01-25 20:00:00.000000000,3937.977,3955.615,3936.235,3954.344,436304,3589352,3605850
2018-01-25 22:00:00.000000000,3954.344,3956.867,3938.907,3950.162,412718,3605850,3554634
2018-01-26 08:00:00.000000000,3940.86,3945.571,3913.142,3917.148,765038,3554634,3545980
2018-01-26 10:00:00.000000000,3917.148,3930.877,3904.532,3927.025,816014,3545980,3509128
2018-01-26 12:00:00.000000000,3927.117,3936.415,3925.068,3932.855,192360,3509128,3514618
2018-01-26 14:00:00.000000000,3932.855,3935.923,3919.677,3928.374,483006,3514618,3474148
2018-01-26 20:00:00.000000000,3926.209,3928.012,3914.22,3919.739,364296,3474148,3480954
2018-01-26 22:00:00.000000000,3919.739,3940.924,3917.045,3927.598,455720,3480954,3448964
2018-01-29 08:00:00.000000000,3917.934,3947.765,3906.433,3936.056,774756,3448964,3451152
2018-01-29 10:00:00.000000000,3936.056,3940.055,3921.749,3925.395,402928,3451152,3477392
2018-01-29 12:00:00.000000000,3926.37,3936.277,3924.589,3934.313,156594,3477392,3489872
2018-01-29 14:00:00.000000000,3934.313,3936.188,3922.615,3928.662,449544,3489872,3449724
2018-01-29 20:00:00.000000000,3917.259,3927.516,3909.907,3912.753,542942,3449724,3476282
2018-01-29 22:00:00.000000000,3912.753,3921.563,3911.533,3919.104,324274,3476282,3412692
2018-01-30 08:00:00.000000000,3917.422,3920.33,3900.176,3908.861,552018,3412692,3403276
2018-01-30 10:00:00.000000000,3908.861,3911.892,3890.159,3901.788,617292,3403276,3397074
2018-01-30 12:00:00.000000000,3900.01,3901.667,3895.031,3897.389,155942,3397074,3414490
2018-01-30 14:00:00.000000000,3897.389,3910.489,3887.225,3904.641,605754,3414490,3349526
2018-01-30 20:00:00.000000000,3904.047,3957.884,3904.047,3913.816,792706,3349526,3328884
2018-01-30 22:00:00.000000000,3913.816,3917.869,3907.99,3908.094,213144,3328884,3306822
2018-01-31 08:00:00.000000000,3907.99,3907.99,3875.048,3875.176,813158,3306822,3300054
2018-01-31 10:00:00.000000000,3875.176,3899.318,3874.298,3887.785,554304,3300054,3308616
2018-01-31 12:00:00.000000000,3888.56,3895.371,3886.57,3887.562,106978,3308616,3318024
2018-01-31 14:00:00.000000000,3887.562,3899.008,3881.821,3896.007,397376,3318024,3264302
2018-01-31 20:00:00.000000000,3909.697,3920.562,3899.229,3919.689,720268,3264302,3307874
2018-01-31 22:00:00.000000000,3919.689,3934.18,3914.094,3930.012,525774,3307874,3351118
2018-02-01 08:00:00.000000000,3928.924,3946.172,3928.918,3939.134,536730,3351118,3441044
2018-02-01 10:00:00.000000000,3939.134,3942.0,3919.561,3930.249,475448,3441044,3424070
2018-02-01 12:00:00.000000000,3925.419,3926.914,3916.829,3921.045,290900,3424070,3433058
2018-02-01 14:00:00.000000000,3921.045,3928.734,3904.755,3909.275,720128,3433058,3339604
2018-02-01 20:00:00.000000000,3897.773,3919.515,3893.283,3913.846,490024,3339604,3368472
2018-02-01 22:00:00.000000000,3913.846,3936.509,3910.887,3928.205,622528,3368472,3362638
2018-02-02 08:00:00.000000000,3930.143,3940.699,3925.221,3932.907,465802,3362638,3390124
2018-02-02 10:00:00.000000000,3932.907,3949.686,3923.259,3924.984,641354,3390124,3402218
2018-02-02 12:00:00.000000000,3926.078,3931.808,3923.785,3928.693,127440,3402218,3401056
2018-02-02 14:00:00.000000000,3928.693,3939.494,3925.113,3938.482,466352,3401056,3337074
2018-02-02 20:00:00.000000000,3935.988,3942.216,3929.457,3935.362,289876,3337074,3330366
2018-02-02 22:00:00.000000000,3935.362,3936.236,3904.641,3905.493,634870,3330366,3203410
2018-02-05 08:00:00.000000000,3911.557,3918.684,3902.535,3913.192,532992,3203410,3196534
2018-02-05 10:00:00.000000000,3913.192,3929.33,3911.334,3928.461,401150,3196534,3172234
2018-02-05 12:00:00.000000000,3928.461,3942.888,3925.847,3936.188,306730,3172234,3187114
2018-02-05 14:00:00.000000000,3936.188,3948.844,3932.574,3946.104,474888,3187114,3203222
2018-02-05 20:00:00.000000000,3954.159,3969.962,3941.069,3968.771,562284,3203222,3275792
2018-02-05 22:00:00.000000000,3968.771,3974.467,3942.606,3952.539,777492,3275792,3246502
2018-02-06 08:00:00.000000000,3947.567,3947.567,3919.709,3926.322,820502,3246502,3196970
2018-02-06 10:00:00.000000000,3926.322,3935.593,3915.419,3918.031,516936,3196970,3190550
2018-02-06 12:00:00.000000000,3915.3,3922.252,3911.088,3920.743,214802,3190550,3197156
2018-02-06 14:00:00.000000000,3920.743,3928.315,3914.93,3922.306,378152,3197156,3139450
2018-02-06 20:00:00.000000000,3924.314,3930.868,3906.787,3906.787,414198,3139450,3183874
2018-02-06 22:00:00.000000000,3906.787,3929.662,3905.922,3927.576,386590,3183874,3114958
2018-02-07 08:00:00.000000000,3928.559,3942.85,3925.469,3927.774,465024,3114958,3082122
2018-02-07 10:00:00.000000000,3927.774,3935.157,3918.732,3923.512,330594,3082122,3111058
2018-02-07 12:00:00.000000000,3923.502,3927.341,3911.863,3913.836,234538,3111058,3125194
2018-02-07 14:00:00.000000000,3913.836,3919.787,3909.138,3916.052,334328,3125194,3107126
2018-02-07 20:00:00.000000000,3914.432,3918.427,3895.764,3901.43,544554,3107126,3138398
2018-02-07 22:00:00.000000000,3901.43,3928.441,3897.771,3909.731,437252,3138398,3088028
2018-02-08 08:00:00.000000000,3910.879,3918.505,3901.333,3915.306,313170,3088028,3088256
2018-02-08 10:00:00.000000000,3915.306,3928.453,3911.475,3917.555,432854,3088256,3086800
2018-02-08 12:00:00.000000000,3916.568,3927.447,3912.241,3918.562,228112,3086800,3124828
2018-02-08 14:00:00.000000000,3918.562,3919.552,3903.212,3911.086,425798,3124828,3114060
2018-02-08 20:00:00.000000000,3908.773,3924.072,3904.091,3924.072,357838,3114060,3086006
2018-02-08 22:00:00.000000000,3924.072,3925.068,3915.462,3917.693,183398,3086006,3056590
2018-02-09 08:00:00.000000000,3916.461,3916.586,3879.367,3886.92,805016,3056590,3068734
2018-02-09 10:00:00.000000000,3886.92,3909.726,3886.063,3902.363,359502,3068734,3054892
2018-02-09 12:00:00.000000000,3902.363,3903.209,3887.684,3889.791,150774,3054892,3057514
2018-02-09 14:00:00.000000000,3889.791,3889.791,3863.34,3875.31,889272,3057514,3033586
2018-02-09 20:00:00.000000000,3864.892,3876.62,3864.151,3872.773,260750,3033586,3035402
2018-02-09 22:00:00.000000000,3872.773,3877.42,3864.408,3867.214,237048,3035402,3004516
2018-02-12 08:00:00.000000000,3868.953,3903.123,3866.812,3901.29,578034,3004516,2939560
2018-02-12 10:00:00.000000000,3901.29,3902.402,3886.96,3888.688,251576,2939560,2922508
2018-02-12 12:00:00.000000000,3888.688,3893.462,3885.946,3890.66,84782,2922508,2926246
2018-02-12 14:00:00.000000000,3890.66,3899.602,3888.828,3895.698,255014,2926246,2901122
2018-02-12 20:00:00.000000000,3891.886,3903.258,3888.814,3895.662,216942,2901122,2893484
2018-02-12 22:00:00.000000000,3895.662,3896.642,3875.444,3887.286,310518,2893484,2866004
2018-02-13 08:00:00.000000000,3887.153,3907.531,3886.041,3899.932,288076,2866004,2839806
2018-02-13 10:00:00.000000000,3899.932,3913.345,3898.824,3908.912,289078,2839806,2824468
2018-02-13 12:00:00.000000000,3908.912,3910.639,3901.311,3904.14,71428,2824468,2818302
2018-02-13 14:00:00.000000000,3904.14,3910.503,3893.803,3899.667,251430,2818302,2757420
2018-02-13 20:00:00.000000000,3899.983,3905.421,3895.319,3900.633,132290,2757420,2756346
2018-02-13 22:00:00.000000000,3900.633,3902.887,3894.285,3898.252,98942,2756346,2737262
2018-02-14 08:00:00.000000000,3902.919,3926.112,3898.557,3925.133,346906,2737262,2751104
2018-02-14 10:00:00.000000000,3925.133,3925.986,3916.3,3920.602,184522,2751104,2744180
2018-02-14 12:00:00.000000000,3921.305,3923.37,3917.734,3923.364,50266,2744180,2745200
2018-02-14 14:00:00.000000000,3923.364,3928.014,3903.01,3911.889,378680,2745200,2659388
2018-02-14 20:00:00.000000000,3911.889,3911.889,3911.889,3911.889,0,2659388,2659388
2018-02-14 22:00:00.000000000,3911.889,3911.889,3911.889,3911.889,0,2659388,2659388
2018-02-22 08:00:00.000000000,3926.371,3929.365,3844.828,3848.106,1117006,2659388,2810320
2018-02-22 10:00:00.000000000,3848.106,3854.356,3824.467,3842.56,706594,2810320,2910770
2018-02-22 12:00:00.000000000,3843.257,3856.431,3842.56,3847.5,127204,2910770,2910646
2018-02-22 14:00:00.000000000,3847.5,3853.63,3843.223,3847.572,279180,2910646,2898884
2018-02-22 20:00:00.000000000,3829.283,3849.391,3829.283,3846.845,582964,2898884,3010500
2018-02-22 22:00:00.000000000,3846.845,3853.773,3839.671,3839.809,205590,3010500,3017882
2018-02-23 08:00:00.000000000,3840.637,3851.63,3832.71,3850.239,342448,3017882,3069152
2018-02-23 10:00:00.000000000,3850.239,3850.376,3837.254,3845.718,250910,3069152,3073228
2018-02-23 12:00:00.000000000,3848.377,3904.873,3848.377,3904.873,964678,3073228,3050560
2018-02-23 14:00:00.000000000,3904.873,3939.95,3896.414,3931.899,1536346,3050560,2997396
2018-02-23 20:00:00.000000000,3935.01,3936.461,3919.062,3928.632,389968,2997396,3039642
2018-02-23 22:00:00.000000000,3928.632,3946.156,3925.846,3935.795,375994,3039642,3041478
2018-02-26 08:00:00.000000000,3975.323,4022.108,3975.323,4012.617,1148452,3041478,3074174
2018-02-26 10:00:00.000000000,4012.617,4014.586,3973.098,3990.157,624188,3074174,3056602
2018-02-26 12:00:00.000000000,3992.193,3994.794,3983.277,3986.963,125294,3056602,3066516
2018-02-26 14:00:00.000000000,3986.963,4006.099,3985.665,4005.274,365104,3066516,3075544
2018-02-26 20:00:00.000000000,4010.274,4012.085,3990.981,3992.644,373044,3075544,3092920
2018-02-26 22:00:00.000000000,3992.644,3995.575,3979.002,3994.222,365292,3092920,3049714
2018-02-27 08:00:00.000000000,3993.552,4000.818,3987.211,3992.673,242022,3049714,3048540
2018-02-27 10:00:00.000000000,3992.673,3995.34,3960.821,3970.405,630196,3048540,3022436
2018-02-27 12:00:00.000000000,3971.075,3992.012,3970.244,3991.715,268146,3022436,3023646
2018-02-27 14:00:00.000000000,3991.715,4014.159,3990.884,4009.155,710854,3023646,3022722
2018-02-27 20:00:00.000000000,4000.761,4002.875,3983.367,3994.283,450100,3022722,3003304
2018-02-27 22:00:00.000000000,3994.283,4009.242,3994.283,4000.186,318156,3003304,3015786
2018-02-28 08:00:00.000000000,3998.526,4001.138,3985.577,3999.29,383210,3015786,2999644
2018-02-28 10:00:00.000000000,3999.29,4002.267,3984.226,3987.055,327896,2999644,2987780
2018-02-28 12:00:00.000000000,3987.736,4002.299,3987.736,3993.374,286006,2987780,3021468
2018-02-28 14:00:00.000000000,3993.374,3999.548,3986.829,3994.718,376732,3021468,3039194
2018-02-28 20:00:00.000000000,3994.119,4006.769,3987.432,4000.038,384120,3039194,3061716
2018-02-28 22:00:00.000000000,4000.038,4033.746,3998.884,4030.435,560840,3061716,3107818
2018-03-01 08:00:00.000000000,4030.245,4030.245,3990.048,4016.983,876630,3107818,3118308
2018-03-01 10:00:00.000000000,4016.983,4021.454,4002.88,4018.965,464614,3118308,3134938
2018-03-01 12:00:00.000000000,4022.29,4026.741,4010.929,4015.233,231594,3134938,3141400
2018-03-01 14:00:00.000000000,4015.233,4016.372,4004.239,4004.776,372706,3141400,3102854
2018-03-01 20:00:00.000000000,3987.512,4003.287,3983.966,3998.797,528220,3102854,3074128
2018-03-01 22:00:00.000000000,3998.797,4001.16,3972.728,3973.721,607746,3074128,3000452
2018-03-02 08:00:00.000000000,3969.357,3987.181,3967.708,3978.185,502802,3000452,3023380
2018-03-02 10:00:00.000000000,3978.185,3985.616,3969.247,3978.132,312596,3023380,3029786
2018-03-02 12:00:00.000000000,3977.994,3985.509,3975.204,3984.642,124114,3029786,3037068
2018-03-02 14:00:00.000000000,3984.642,4001.119,3979.172,4000.57,431766,3037068,3012464
2018-03-02 20:00:00.000000000,3990.708,4001.601,3984.792,3988.754,289294,3012464,3018472
2018-03-02 22:00:00.000000000,3988.754,3989.732,3946.413,3948.902,849624,3018472,3052446
2018-03-05 08:00:00.000000000,3951.836,3967.533,3951.836,3957.806,541648,3052446,3083692
2018-03-05 10:00:00.000000000,3957.806,3959.491,3942.437,3950.506,466070,3083692,3120418
2018-03-05 12:00:00.000000000,3950.507,3951.352,3938.062,3945.989,268180,3120418,3150390
2018-03-05 14:00:00.000000000,3945.989,3949.617,3926.095,3934.31,654414,3150390,3112108
2018-03-05 20:00:00.000000000,3929.986,3931.264,3898.804,3911.076,824570,3112108,3168488
2018-03-05 22:00:00.000000000,3911.076,3918.978,3903.668,3912.457,328906,3168488,3131330
2018-03-06 08:00:00.000000000,3918.019,3949.317,3915.555,3943.995,791210,3131330,3101896
2018-03-06 10:00:00.000000000,3943.995,3947.629,3928.947,3937.191,502240,3101896,3141202
2018-03-06 12:00:00.000000000,3937.493,3958.885,3933.592,3952.592,409002,3141202,3204900
2018-03-06 14:00:00.000000000,3952.592,3963.841,3945.44,3946.267,577296,3204900,3250766
2018-03-06 20:00:00.000000000,3953.302,3960.152,3944.978,3949.618,422116,3250766,3325814
2018-03-06 22:00:00.000000000,3949.618,3961.006,3941.212,3957.395,359200,3325814,3324264
2018-03-07 08:00:00.000000000,3955.476,3955.492,3918.139,3923.295,703356,3324264,3390782
2018-03-07 10:00:00.000000000,3923.295,3940.627,3920.332,3926.794,430790,3390782,3404592
2018-03-07 12:00:00.000000000,3925.662,3925.662,3892.084,3896.429,761904,3404592,3388664
2018-03-07 14:00:00.000000000,3896.429,3906.816,3872.726,3874.236,1165570,3388664,3385878
2018-03-07 20:00:00.000000000,3865.624,3875.783,3845.294,3871.485,1113636,3385878,3422006
2018-03-07 22:00:00.000000000,3871.485,3874.524,3865.091,3871.71,245686,3422006,3411960
2018-03-08 08:00:00.000000000,3870.736,3875.379,3848.058,3854.521,538360,3411960,3425932
2018-03-08 10:00:00.000000000,3854.521,3858.287,3838.506,3840.308,594918,3425932,3514880
2018-03-08 12:00:00.000000000,3838.695,3841.096,3807.733,3811.2,926348,3514880,3623342
2018-03-08 14:00:00.000000000,3811.2,3824.835,3782.992,3784.249,1067102,3623342,3584146
2018-03-08 20:00:00.000000000,3773.92,3786.551,3751.245,3753.275,880674,3584146,3636198
2018-03-08 22:00:00.000000000,3753.275,3767.648,3747.372,3757.476,597550,3636198,3656412
2018-03-09 08:00:00.000000000,3757.822,3787.405,3756.2,3766.741,673174,3656412,3652310
2018-03-09 10:00:00.000000000,3766.741,3767.24,3653.261,3689.47,2697340,3652310,3570106
2018-03-09 12:00:00.000000000,3691.238,3710.089,3689.992,3702.646,422892,3570106,3571050
2018-03-09 14:00:00.000000000,3702.646,3702.646,3674.569,3692.302,910282,3571050,3545562
2018-03-09 20:00:00.000000000,3717.309,3718.918,3698.277,3703.127,666290,3545562,3565538
2018-03-09 22:00:00.000000000,3703.127,3710.543,3688.478,3702.791,499634,3565538,3569634
2018-03-12 08:00:00.000000000,3722.342,3727.808,3689.907,3695.715,1164290,3569634,3618442
2018-03-12 10:00:00.000000000,3695.715,3698.401,3657.831,3694.376,1255128,3618442,3678812
2018-03-12 12:00:00.000000000,3694.641,3713.715,3694.641,3705.596,448502,3678812,3672144
2018-03-12 14:00:00.000000000,3705.596,3717.387,3681.263,3684.916,855770,3672144,3601140
2018-03-12 20:00:00.000000000,3692.072,3704.856,3677.051,3690.903,743080,3601140,3664418
2018-03-12 22:00:00.000000000,3690.903,3703.456,3688.94,3697.358,345910,3664418,3620654
2018-03-13 08:00:00.000000000,3695.415,3708.483,3693.32,3698.048,535552,3620654,3651260
2018-03-13 10:00:00.000000000,3698.048,3701.227,3680.226,3684.596,596190,3651260,3651864
2018-03-13 12:00:00.000000000,3683.888,3684.86,3669.629,3672.869,436362,3651864,3721322
2018-03-13 14:00:00.000000000,3672.869,3680.481,3657.937,3667.538,802666,3721322,3734662
2018-03-13 20:00:00.000000000,3674.517,3683.603,3659.879,3674.694,818310,3734662,3770758
2018-03-13 22:00:00.000000000,3674.694,3678.123,3665.759,3667.006,306200,3770758,3756402
2018-03-14 08:00:00.000000000,3666.355,3666.355,3631.778,3645.889,1023704,3756402,3913380
2018-03-14 10:00:00.000000000,3645.889,3706.562,3638.647,3700.115,1435296,3913380,3817234
2018-03-14 12:00:00.000000000,3703.205,3718.544,3694.951,3701.857,778736,3817234,3760032
2018-03-14 14:00:00.000000000,3701.857,3705.835,3688.117,3699.657,616038,3760032,3726660
2018-03-14 20:00:00.000000000,3711.394,3727.951,3704.697,3719.357,875616,3726660,3748414
2018-03-14 22:00:00.000000000,3719.357,3723.687,3701.716,3710.868,558668,3748414,3700226
2018-03-15 08:00:00.000000000,3706.165,3706.529,3689.184,3692.47,596530,3700226,3693126
2018-03-15 10:00:00.000000000,3692.47,3713.783,3691.107,3704.568,734312,3693126,3676514
