datetime,KQ.i@SHFE.ni.open,KQ.i@SHFE.ni.high,KQ.i@SHFE.ni.low,KQ.i@SHFE.ni.close,KQ.i@SHFE.ni.volume,KQ.i@SHFE.ni.open_oi,KQ.i@SHFE.ni.close_oi
2018-01-12 11:00:00.000000000,99396.328,99488.492,99320.93,99461.383,16450,604344,601658
2018-01-12 13:30:00.000000000,99461.383,99474.586,98723.508,98993.281,74240,601658,598372
2018-01-12 14:00:00.000000000,98993.281,99376.359,98968.352,99304.969,35544,598372,596652
2018-01-12 14:30:00.000000000,99304.969,99557.867,99163.82,99557.867,40806,596652,589958
2018-01-12 21:00:00.000000000,99312.977,99492.562,98910.836,98974.375,66650,589958,591950
2018-01-12 21:30:00.000000000,98974.375,99115.289,98877.242,99031.719,44578,591950,594486
2018-01-12 22:00:00.000000000,99031.719,99218.656,98554.773,99127.461,87046,594486,593508
2018-01-12 22:30:00.000000000,99127.461,99692.891,99105.016,99469.422,68900,593508,597570
2018-01-12 23:00:00.000000000,99469.422,99521.719,99172.125,99268.836,46766,597570,599344
2018-01-12 23:30:00.000000000,99268.836,99268.836,99024.922,99191.5,36786,599344,599702
2018-01-13 00:00:00.000000000,99191.5,99192.852,98975.164,99027.805,23026,599702,598926
2018-01-13 00:30:00.000000000,99027.805,99473.0,99003.305,99399.508,22626,598926,591622
2018-01-15 09:00:00.000000000,99391.344,99523.211,99224.258,99328.109,49894,591622,594314
2018-01-15 09:30:00.000000000,99328.109,99678.008,99294.773,99572.484,29704,594314,596612
2018-01-15 10:00:00.000000000,99572.484,100196.992,99453.07,100111.32,53042,596612,603042
2018-01-15 10:30:00.000000000,100067.891,100251.852,99793.68,99923.648,48986,603042,606638
2018-01-15 11:00:00.000000000,99923.648,100138.07,99816.32,100121.734,26116,606638,608514
2018-01-15 13:30:00.000000000,100250.367,100506.711,100192.914,100255.531,52354,608514,614844
2018-01-15 14:00:00.000000000,100255.531,100612.0,100007.062,100159.508,57046,614844,614346
2018-01-15 14:30:00.000000000,100159.508,100484.031,100087.172,100207.055,40890,614346,610306
2018-01-15 21:00:00.000000000,100333.75,100456.406,100036.453,100155.859,73468,610306,619730
2018-01-15 21:30:00.000000000,100155.859,100224.648,99931.437,100048.734,54486,619730,621304
2018-01-15 22:00:00.000000000,100048.734,100221.836,99930.328,100162.375,38836,621304,624688
2018-01-15 22:30:00.000000000,100162.375,100268.953,100074.523,100119.406,24698,624688,626040
2018-01-15 23:00:00.000000000,100119.406,100236.031,99992.828,100226.023,29214,626040,626530
2018-01-15 23:30:00.000000000,100226.023,100359.109,100126.633,100247.18,24724,626530,628914
2018-01-16 00:00:00.000000000,100247.18,100383.547,100136.562,100217.25,18716,628914,629198
2018-01-16 00:30:00.000000000,100217.25,100275.258,100118.219,100118.219,9900,629198,625210
2018-01-16 09:00:00.000000000,100118.219,100173.977,99603.078,99730.312,76200,625210,619264
2018-01-16 09:30:00.000000000,99730.312,99768.008,99354.961,99465.898,54508,619264,617472
2018-01-16 10:00:00.000000000,99465.898,99674.078,99438.273,99657.687,19136,617472,616014
2018-01-16 10:30:00.000000000,99695.672,99766.047,99532.211,99565.062,25622,616014,614388
2018-01-16 11:00:00.000000000,99565.062,99565.062,98097.523,98371.023,167528,614388,607418
2018-01-16 13:30:00.000000000,98430.695,98503.906,97932.711,98187.719,95992,607418,608938
2018-01-16 14:00:00.000000000,98187.719,98225.484,97851.328,97896.031,60300,608938,608838
2018-01-16 14:30:00.000000000,97896.031,98167.086,97848.258,97925.773,59444,608838,599006
2018-01-16 21:00:00.000000000,97093.727,97355.992,96966.375,97149.852,118010,599006,573206
2018-01-16 21:30:00.000000000,97149.852,97412.602,97053.117,97090.867,56614,573206,571638
2018-01-16 22:00:00.000000000,97090.867,97489.719,96928.57,97489.719,65192,571638,574292
2018-01-16 22:30:00.000000000,97489.719,97714.641,97433.234,97584.609,54090,574292,576616
2018-01-16 23:00:00.000000000,97584.609,97633.836,97381.242,97503.328,29154,576616,578150
2018-01-16 23:30:00.000000000,97503.328,97536.273,97288.195,97504.148,28586,578150,578260
2018-01-17 00:00:00.000000000,97504.148,97605.961,97440.211,97578.695,13104,578260,577670
2018-01-17 00:30:00.000000000,97578.695,97847.797,97531.492,97805.477,18156,577670,572430
2018-01-17 09:00:00.000000000,97788.547,98051.484,97605.477,97613.32,57652,572430,573278
2018-01-17 09:30:00.000000000,97613.32,97746.742,97538.5,97698.234,27712,573278,572144
2018-01-17 10:00:00.000000000,97698.234,97827.719,97660.469,97705.937,10044,572144,571684
2018-01-17 10:30:00.000000000,97697.469,97723.648,97225.68,97278.031,38794,571684,570950
2018-01-17 11:00:00.000000000,97278.031,97472.789,97149.609,97375.453,31688,570950,569878
2018-01-17 13:30:00.000000000,97324.664,97344.102,97033.508,97190.18,49118,569878,567946
2018-01-17 14:00:00.000000000,97190.18,97364.289,97127.109,97190.289,28660,567946,568856
2018-01-17 14:30:00.000000000,97190.289,97236.312,96487.547,97032.992,138920,568856,560134
2018-01-17 21:00:00.000000000,97012.227,97440.516,96901.359,97378.008,76520,560134,563176
2018-01-17 21:30:00.000000000,97378.008,97526.664,97083.086,97096.18,43432,563176,565384
2018-01-17 22:00:00.000000000,97096.18,97251.633,96962.805,97162.437,37930,565384,568018
2018-01-17 22:30:00.000000000,97162.437,97252.422,96757.031,96868.633,51638,568018,569180
2018-01-17 23:00:00.000000000,96868.633,97091.406,96791.969,96950.836,39634,569180,570856
2018-01-17 23:30:00.000000000,96950.836,97167.406,96892.398,97078.93,24332,570856,570846
2018-01-18 00:00:00.000000000,97078.93,97142.937,96975.469,96992.281,12968,570846,570344
2018-01-18 00:30:00.000000000,96992.281,97112.219,96801.594,96801.594,21970,570344,566064
2018-01-18 09:00:00.000000000,96801.594,97369.219,96801.594,97260.0,54198,566064,566296
2018-01-18 09:30:00.000000000,97260.0,97273.602,97028.805,97084.328,25604,566296,566342
2018-01-18 10:00:00.000000000,97084.328,97275.594,97081.828,97261.359,11128,566342,565300
2018-01-18 10:30:00.000000000,97261.359,97391.805,97182.32,97222.742,24942,565300,566786
2018-01-18 11:00:00.000000000,97222.742,97275.297,97051.977,97234.125,26502,566786,563388
2018-01-18 13:30:00.000000000,97225.719,97506.633,97200.5,97307.766,44270,563388,567256
2018-01-18 14:00:00.000000000,97307.766,97321.75,96947.094,97153.516,46084,567256,568226
2018-01-18 14:30:00.000000000,97153.516,97198.047,96628.906,96870.281,59244,568226,562400
2018-01-18 21:00:00.000000000,97211.648,97844.805,97091.766,97736.523,85734,562400,568764
2018-01-18 21:30:00.000000000,97736.523,97871.055,97554.867,97625.57,56050,568764,569764
2018-01-18 22:00:00.000000000,97625.57,97670.852,96906.367,97061.633,82348,569764,562212
2018-01-18 22:30:00.000000000,97061.633,97254.734,97044.852,97100.484,36060,562212,562088
2018-01-18 23:00:00.000000000,97100.484,97311.914,96984.359,97209.523,32990,562088,564600
2018-01-18 23:30:00.000000000,97209.523,97342.719,97081.992,97204.594,26606,564600,564714
2018-01-19 00:00:00.000000000,97204.594,97282.891,97150.094,97187.664,8332,564714,563928
2018-01-19 00:30:00.000000000,97187.664,97238.547,97128.937,97163.977,11280,563928,559452
2018-01-19 09:00:00.000000000,97163.977,97302.234,96811.031,97158.156,59168,559452,561686
2018-01-19 09:30:00.000000000,97158.156,97324.547,96982.539,97000.695,32478,561686,562462
2018-01-19 10:00:00.000000000,97000.695,97197.93,96001.18,96214.922,98000,562462,565416
2018-01-19 10:30:00.000000000,96214.922,96304.68,95894.797,95894.797,43130,565416,567146
2018-01-19 11:00:00.000000000,95894.797,96293.055,95808.766,95989.516,62396,567146,561660
2018-01-19 13:30:00.000000000,95988.68,96380.469,95988.68,96243.797,44188,561660,557250
2018-01-19 14:00:00.000000000,96243.797,96787.25,96205.281,96539.719,50836,557250,552580
2018-01-19 14:30:00.000000000,96539.719,97289.43,96444.352,96930.383,86000,552580,542168
2018-01-19 21:00:00.000000000,97476.531,98021.219,97324.5,97480.82,93040,542168,545734
2018-01-19 21:30:00.000000000,97480.82,97583.75,97233.305,97263.148,46216,545734,548194
2018-01-19 22:00:00.000000000,97263.148,97954.508,97186.187,97893.148,64922,548194,547964
2018-01-19 22:30:00.000000000,97893.148,98638.125,97852.828,98292.594,140106,547964,555772
2018-01-19 23:00:00.000000000,98292.594,98452.883,98179.906,98247.047,43286,555772,555182
2018-01-19 23:30:00.000000000,98247.047,98255.359,98022.273,98176.508,39484,555182,556580
2018-01-20 00:00:00.000000000,98176.508,98558.312,98176.508,98558.312,23178,556580,555822
2018-01-20 00:30:00.000000000,98558.312,98583.242,98316.664,98563.445,29510,555822,552262
2018-01-22 09:00:00.000000000,98382.359,98578.594,97991.273,98408.82,74404,552262,554996
2018-01-22 09:30:00.000000000,98408.82,98904.43,98304.758,98562.281,48678,554996,557334
2018-01-22 10:00:00.000000000,98562.281,98598.953,98286.141,98498.516,16632,557334,555326
2018-01-22 10:30:00.000000000,98506.828,98561.289,98339.836,98529.766,18876,555326,556096
2018-01-22 11:00:00.000000000,98529.766,98538.078,98238.531,98288.391,25506,556096,551852
2018-01-22 13:30:00.000000000,98280.078,98524.852,98201.727,98474.141,30612,551852,553614
2018-01-22 14:00:00.000000000,98474.141,98670.469,98429.148,98650.719,32962,553614,558058
2018-01-22 14:30:00.000000000,98650.719,98821.562,98495.008,98626.062,52398,558058,553490
2018-01-22 21:00:00.000000000,98701.477,98804.312,98439.273,98566.281,62980,553490,561006
2018-01-22 21:30:00.000000000,98566.281,99055.148,98374.211,98883.844,80938,561006,570094
2018-01-22 22:00:00.000000000,98883.844,99092.062,98779.758,98788.711,43838,570094,573700
2018-01-22 22:30:00.000000000,98788.711,98819.172,98408.836,98593.828,59256,573700,569228
2018-01-22 23:00:00.000000000,98593.828,98674.086,98501.805,98592.656,25332,569228,570896
2018-01-22 23:30:00.000000000,98592.656,98619.312,98433.773,98478.773,16744,570896,572594
2018-01-23 00:00:00.000000000,98478.773,98599.07,98478.773,98590.75,9902,572594,570800
2018-01-23 00:30:00.000000000,98590.75,98638.727,98506.703,98630.406,9790,570800,567892
2018-01-23 09:00:00.000000000,98622.086,98720.477,98232.75,98377.469,51924,567892,565776
2018-01-23 09:30:00.000000000,98377.469,98491.469,98095.086,98276.203,40894,565776,564080
2018-01-23 10:00:00.000000000,98276.203,98339.484,98154.602,98331.164,15882,564080,561604
2018-01-23 10:30:00.000000000,98336.266,98362.07,97556.922,97576.734,79572,561604,555684
2018-01-23 11:00:00.000000000,97576.734,98085.687,97576.734,97926.852,42252,555684,552094
2018-01-23 13:30:00.000000000,97926.852,97927.703,97313.156,97616.766,56780,552094,553896
2018-01-23 14:00:00.000000000,97616.766,99134.18,97599.273,99071.703,119210,553896,558826
2018-01-23 14:30:00.000000000,99071.703,99845.102,99071.703,99810.141,162032,558826,570578
2018-01-23 21:00:00.000000000,99403.0,99621.102,99114.703,99576.57,126192,570578,575894
2018-01-23 21:30:00.000000000,99576.57,99799.172,99177.164,99231.797,75152,575894,579360
2018-01-23 22:00:00.000000000,99231.797,99323.539,99058.328,99273.836,48840,579360,579924
2018-01-23 22:30:00.000000000,99273.836,99512.562,99143.273,99295.937,52978,579924,583382
2018-01-23 23:00:00.000000000,99295.937,99501.344,99083.227,99311.883,48548,583382,584604
2018-01-23 23:30:00.000000000,99311.883,99357.781,99127.406,99288.297,23390,584604,585796
2018-01-24 00:00:00.000000000,99288.297,99384.281,99204.664,99285.867,13962,585796,586576
2018-01-24 00:30:00.000000000,99285.867,99295.031,99116.367,99255.172,12740,586576,581526
2018-01-24 09:00:00.000000000,99255.172,99554.805,99162.383,99520.664,41818,581526,585432
2018-01-24 09:30:00.000000000,99520.664,99545.641,98998.18,99152.281,59546,585432,584648
2018-01-24 10:00:00.000000000,99152.281,99276.336,99121.055,99192.633,15046,584648,584502
2018-01-24 10:30:00.000000000,99200.961,99468.703,99144.648,99342.227,24372,584502,586452
2018-01-24 11:00:00.000000000,99342.227,99374.547,99145.484,99374.547,18602,586452,584108
2018-01-24 13:30:00.000000000,99424.5,99564.906,99273.141,99446.562,40568,584108,589800
2018-01-24 14:00:00.000000000,99446.562,99863.32,99147.672,99254.18,91974,589800,591842
2018-01-24 14:30:00.000000000,99254.18,99360.258,98372.055,98734.898,135638,591842,572012
2018-01-24 21:00:00.000000000,99950.922,100709.062,99683.203,100661.875,197946,572012,607146
2018-01-24 21:30:00.000000000,100661.875,100694.156,100392.477,100505.977,72430,607146,617848
2018-01-24 22:00:00.000000000,100505.977,101094.367,100477.852,100879.961,114992,617848,641598
2018-01-24 22:30:00.000000000,100879.961,101061.812,100817.187,100964.906,47026,641598,647808
2018-01-24 23:00:00.000000000,100964.906,101361.437,100955.852,101203.484,83186,647808,662030
2018-01-24 23:30:00.000000000,101203.484,101469.82,101104.305,101425.891,52934,662030,671288
2018-01-25 00:00:00.000000000,101425.891,104521.711,101417.609,104029.586,237016,671288,677126
2018-01-25 00:30:00.000000000,104029.586,104079.227,103442.383,103808.461,79992,677126,667324
2018-01-25 09:00:00.000000000,103598.555,103922.687,103347.031,103848.922,90230,667324,678132
2018-01-25 09:30:00.000000000,103848.922,103969.82,103687.039,103935.187,40670,678132,680734
2018-01-25 10:00:00.000000000,103935.187,104148.82,103723.477,103824.609,31738,680734,682044
2018-01-25 10:30:00.000000000,103780.117,103898.156,103596.727,103826.312,33396,682044,685212
2018-01-25 11:00:00.000000000,103826.312,105123.852,103818.023,105035.078,132368,685212,698674
2018-01-25 13:30:00.000000000,105146.609,105181.891,104687.687,105016.5,93172,698674,700896
2018-01-25 14:00:00.000000000,105016.5,105055.32,104870.016,104950.5,41842,700896,701720
2018-01-25 14:30:00.000000000,104950.5,105062.07,104447.422,104820.312,84910,701720,692318
2018-01-25 21:00:00.000000000,104433.812,104728.195,104223.43,104543.562,100320,692318,699714
2018-01-25 21:30:00.000000000,104543.562,104790.602,104429.445,104682.711,53590,699714,704138
2018-01-25 22:00:00.000000000,104682.711,104820.187,104078.086,104178.102,92156,704138,706740
2018-01-25 22:30:00.000000000,104178.102,104336.109,103852.5,104197.828,82360,706740,704542
2018-01-25 23:00:00.000000000,104197.828,104303.867,103973.867,104149.43,44154,704542,707434
2018-01-25 23:30:00.000000000,104149.43,104157.891,103667.539,103977.047,69528,707434,708222
2018-01-26 00:00:00.000000000,103977.047,104404.586,103967.109,104225.172,61228,708222,709402
2018-01-26 00:30:00.000000000,104225.172,104303.5,104102.031,104148.766,20028,709402,703924
2018-01-26 09:00:00.000000000,104088.852,104088.852,103734.25,103934.492,60986,703924,703088
2018-01-26 09:30:00.000000000,103934.492,103984.148,103506.992,103678.812,37414,703088,701978
2018-01-26 10:00:00.000000000,103678.812,103852.398,103381.305,103447.539,29210,701978,699804
2018-01-26 10:30:00.000000000,103461.477,103926.305,103424.734,103792.602,40626,699804,702590
2018-01-26 11:00:00.000000000,103792.602,103891.836,103575.039,103801.086,36312,702590,701346
2018-01-26 13:30:00.000000000,103688.984,104590.102,103623.406,104508.914,93908,701346,709968
2018-01-26 14:00:00.000000000,104508.914,104525.828,104238.109,104388.195,42292,709968,710630
2018-01-26 14:30:00.000000000,104388.195,104580.57,104157.773,104445.961,69982,710630,711004
2018-01-26 21:00:00.000000000,104759.25,104908.242,104189.344,104314.18,88146,711004,718906
2018-01-26 21:30:00.000000000,104314.18,104618.75,104215.617,104352.695,58966,718906,720762
2018-01-26 22:00:00.000000000,104352.695,104378.758,103863.336,103911.008,75970,720762,720236
